"","feature1","feature2","OrganizationIdentifier.x","OrganizationFormalName.x","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName.x","OrganizationIdentifier.y","OrganizationFormalName.y","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName.y","StName","Year","Month","Duplicated","dtec_condition","dt_Missing","u_Missing","Missing","ActivityMediaSubdivisionName2","ResultMeasure.MeasureUnitCode2","ProviderName.x2","ResultSampleFractionText2","ResultAnalyticalMethod.MethodName2"
"199","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01700893","Sample-Routine","Water","Surface Water","2017-05-17","07:45:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-51097A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",29.8,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-05-26","","",NA,"","2017-05-23","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"200","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01701022","Sample-Routine","Water","Surface Water","2017-06-06","09:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-51230A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",75.2,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-06-21","","",NA,"","2017-06-12","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",6,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"201","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01701459","Quality Control Sample-Field Replicate","Water","Surface Water","2017-08-10","08:45:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-52126A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",31.1,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-08-23","","",NA,"","2017-08-22","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",8,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"202","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800017","Sample-Routine","Water","Surface Water","2017-10-12","08:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-52996A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",7.4,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-10-19","below the reporting level but at or above the detection level","",NA,"","2017-10-16","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",10,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"203","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800223","Sample-Routine","Water","Surface Water","2017-12-14","11:45:00","EST","","","",NA,"","",NA,"",NA,"","","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-53450A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",5.4,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2017-12-27","below the reporting level but at or above the detection level","",NA,"","2017-12-20","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2017",12,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"204","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800232","Sample-Routine","Water","Surface Water","2018-01-03","12:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-53540A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",8.4,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"The holding time for the processing of this sample has been exceeded",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-02-14","holding time exceededbelow the reporting level but at or above the detection levelsee result comment","",NA,"","2018-02-07","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",1,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"205","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800253","Sample-Routine","Water","Surface Water","2018-01-16","11:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-53554A","","Peak stage","Storm","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",9.7,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"The holding time for the processing of this sample has been exceeded",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-02-14","holding time exceededsee result comment","",NA,"","2018-02-07","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",1,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"206","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800390","Sample-Routine","Water","Surface Water","2018-02-22","10:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-53927A","","Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",5.7,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-03-02","below the reporting level but at or above the detection level","",NA,"","2018-02-26","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",2,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"207","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800385","Sample-Routine","Water","Surface Water","2018-03-08","11:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-53928A","","Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",4.6,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"The holding time for the processing of this sample has been exceeded",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-03-27","holding time exceededbelow the reporting level but at or above the detection levelsee result comment","",NA,"","2018-03-26","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",3,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"208","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800535","Sample-Routine","Water","Surface Water","2018-03-23","11:00:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-53929A","","Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","Weighted-bottle sampler","","Dissolved",4.9,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-04-07","below the reporting level but at or above the detection level","",NA,"","2018-04-02","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",3,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"209","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800548","Quality Control Sample-Field Replicate","Water","Surface Water","2018-04-04","09:00:00","EST","","","",NA,"","",NA,"",NA,"","","USGS - Maryland-Delaware-District of Columbia WSC","USGS-01578310","MM-53930A","","Rising stage","Storm","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",4.2,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-04-12","below the detection level","",NA,"","2018-04-09","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",4,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"210","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800580","Sample-Routine","Water","Surface Water","2018-04-19","10:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-01578310","MM-54012A","","Falling stage","Storm","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",15.8,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-04-27","","",NA,"","2018-04-26","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",4,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"211","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800772","Sample-Routine","Water","Surface Water","2018-05-09","10:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-01578310","MM-54107A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",8.4,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-05-17","below the reporting level but at or above the detection level","",NA,"","2018-05-14","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"212","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800771","Sample-Routine","Water","Surface Water","2018-05-16","09:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-01578310","L-1370087 X=time on btls is 1030","","Peak stage","Storm","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",175,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-05-24","","",NA,"","2018-05-21","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",5,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"213","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01800852","Sample-Routine","Water","Surface Water","2018-06-11","11:15:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-01578310","MM-54345A","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",125,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"The holding time for the processing of this sample has been exceeded",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-07-06","holding time exceededsee result comment","",NA,"","2018-07-05","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",6,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"214","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01801461","Sample-Routine","Water","Surface Water","2018-08-08","07:30:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-01578310","MM-54823A","","Falling stage","Storm","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",34.4,"ng/l",NA,"Accepted",NA,"Estimated","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-08-21","result may be affected by interference","",NA,"","2018-08-20","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",8,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"215","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01801604","Sample-Routine","Water","Surface Water","2018-09-20","09:45:00","EST","","","",NA,"","",NA,"",NA,"","","U.S. Geological Survey-Water Resources Discipline","USGS-01578310","L-2640067 Deleted LC4434 and added LS4434. 9/24/2018 mec","","Rising stage","Storm","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",10.5,"ng/l",NA,"Accepted",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-09-29","","",NA,"","2018-09-27","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",9,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"216","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01900100","Quality Control Sample-Field Replicate","Water","Surface Water","2018-10-10","09:15:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-01578310","L-2840107 WCA bottle condition changed to improper preservation, MN.  X=ok to login warm samples per Brower Frozen containers received warm at 2.4   Degrees C","","Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",6.5,"ng/l",NA,"Preliminary",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-10-24","","",NA,"","2018-10-22","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",10,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
"217","MD","Metolachlor","USGS-MD","USGS Maryland Water Science Center","nwismd.01.01900273","Sample-Routine","Water","Surface Water","2018-11-07","11:15:00","EST","","","",NA,"","",NA,"",NA,"","National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-01578310","MM-55573A","","Peak stage","Storm","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler","","Dissolved",7.6,"ng/l",NA,"Preliminary",NA,"Actual","",NA,NA,"",NA,"",65090,NA,"","",NA,NA,"LCM60","USGS","Pesticides, wf, dir inj LC/MS/MS","USGS TMR 5-B11","USGS-National Water Quality Lab, Denver, CO","2018-11-20","","",NA,"","2018-11-19","NWIS","USGS-MD","USGS Maryland Water Science Center","SUSQUEHANNA RIVER AT CONOWINGO, MD","Stream","",2050306,27100,"sq mi",NA,"",39.6578889,-76.1744444,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4.16,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",24,25,"","","",NA,NA,"",NA,"","NWIS","Maryland","2018",11,"No","D","No","No","No","Surface Water","ng/l","NWIS","Dissolved","Pesticides, wf, dir inj LC/MS/MS"
